,Provincia,Partido,Localidad,Población,ADSL,Cablemódem,Dial Up,Fibra óptica,Satelital,Wireless,Telefonía Fija,3G,4G,Link,Latitud,Longitud
551,Tucuman,Tafí del Valle,El Mollar,1906,False,False,False,False,True,True,True,False,True,90098030.0,-26.9392209221338,-65.7081542446876
552,Tucuman,Tafí del Valle,Tafí del Valle,3403,True,False,False,False,True,True,True,True,True,90098040.0,-26.8527978993495,-65.7085573791718
553,Tucuman,Tafí Viejo,Barrio El Cruce,620,False,False,False,False,False,False,False,True,True,90105010.0,-26.7081441784822,-65.2200815585159
554,Tucuman,Tafí Viejo,Barrio Lomas de Tafí,528,True,False,False,False,False,False,True,False,True,90105020.0,-26.7465814588322,-65.2334174034289
555,Tucuman,Tafí Viejo,Barrio Mutual San Martín,1132,True,False,False,False,False,False,True,True,False,90105030.0,-26.7180167498877,-65.2249109374961
556,Tucuman,Tafí Viejo,Barrio Parada 14,294,False,False,False,False,False,False,False,True,True,90105040.0,-26.7527987012624,-65.248427031041
557,Tucuman,Tafí Viejo,Barrio U.T.A. II,1455,False,False,False,False,False,False,False,True,True,90105050.0,-26.756263713385,-65.2390248245137
558,Tucuman,Tafí Viejo,Diagonal Norte - Luz y Fuerza - Los Pocitos - Villa Nueva Italia (6),11494,False,False,False,True,False,False,True,False,True,90105060.0,-26.7815251300034,-65.2193041804807
559,Tucuman,Tafí Viejo,El Cadillal,865,False,False,False,False,False,False,True,True,True,90105070.0,-26.6325444298094,-65.2057408343078
560,Tucuman,Tafí Viejo,Tafí Viejo,39601,True,True,False,True,False,True,True,True,True,90105080.0,-26.7312682798666,-65.2558176904322
561,Tucuman,Tafí Viejo,Villa Las Flores,599,False,False,False,False,False,False,False,True,True,90105090.0,-26.7695777143466,-65.233609939011
562,Tucuman,Tafí Viejo,Villa Mariano Moreno - El Colmenar,52960,False,False,False,True,False,False,True,True,True,90105100.0,-26.7759821127859,-65.2019701714422
563,Tucuman,Trancas,Choromoro,471,False,False,False,False,False,False,False,True,True,90112010.0,-26.4107463918543,-65.3199726179681
564,Mendoza,San Rafael,Villa Atuel Norte,271,False,False,False,False,False,False,True,True,True,50105240.0,-34.7605998347692,-68.0374059028043
565,Mendoza,Santa Rosa,Barrio 12 de Octubre,177,False,False,False,True,False,False,False,False,False,50112010.0,-33.1912015360595,-68.2809624398751
566,Mendoza,Santa Rosa,Barrio María Auxiliadora,94,False,False,False,False,False,False,False,True,True,50112020.0,-33.2425136237648,-68.1826758332982
567,Mendoza,Santa Rosa,Barrio Molina Cabrera,239,False,False,False,False,False,False,False,False,False,50112030.0,-33.1297119555186,-68.2037878560507
568,Mendoza,Santa Rosa,La Dormida,2270,False,False,False,False,False,True,True,True,True,50112040.0,-33.3499243562079,-67.9160460628593
569,Mendoza,Santa Rosa,Las Catitas,3621,False,False,False,False,False,True,True,True,True,50112050.0,-33.3001058785583,-68.0532182373693
570,Mendoza,Santa Rosa,Santa Rosa,2509,False,False,False,True,False,True,True,False,False,50112060.0,-33.2544227888887,-68.1567438797332
571,Mendoza,Tunuyán,Barrio San Cayetano,161,False,False,False,False,False,False,False,False,False,50119010.0,-33.6339135898779,-69.1879023870713
572,Mendoza,Tunuyán,Campo Los Andes,538,False,True,False,False,False,False,False,False,False,50119020.0,-33.707078744557,-69.1826331369796
573,Mendoza,Tunuyán,Colonia Las Rosas,2169,False,False,False,False,False,True,True,True,True,50119030.0,-33.6129364669522,-69.1126485401013
574,Mendoza,Tunuyán,El Manzano,26,False,False,False,False,False,False,False,True,True,50119040.0,-33.6005741925646,-69.3350878551815
575,Mendoza,Tunuyán,Los Sauces,661,False,True,False,True,False,True,True,True,True,50119050.0,-33.5952101670008,-69.1840214848841
576,Mendoza,Tunuyán,Tunuyán,28859,True,True,True,True,False,True,True,True,True,50119060.0,-33.5775549686559,-69.0253759357637
577,Mendoza,Tunuyán,Vista Flores,4358,False,False,False,False,False,True,True,True,True,50119070.0,-33.651355463945,-69.1646922660824
578,Mendoza,Tupungato,Barrio Belgrano Norte,1392,False,False,False,False,False,False,False,False,False,50126010.0,-33.3301032817585,-69.1359513617454
579,Mendoza,Tupungato,Cordón del Plata,1713,False,False,False,False,False,True,True,True,True,50126020.0,-33.4689491349532,-69.1399451802858
580,Mendoza,Tupungato,El Peral,541,False,False,False,False,False,False,False,False,False,50126030.0,-33.3706550679362,-69.1923487111206
581,Tucuman,Trancas,San Pedro de Colalao,3065,False,False,False,False,False,True,True,True,True,90112020.0,-26.2357654346434,-65.4938515563214
582,Tucuman,Trancas,Villa de Trancas,4429,True,False,False,False,False,True,True,True,True,90112030.0,-26.2307317035992,-65.285166490246
583,Tucuman,Yerba Buena,Barrio San José III,1703,False,False,False,False,False,False,False,False,True,90119010.0,-26.7964431224326,-65.2657159116952
584,Tucuman,Yerba Buena,Cevil Redondo,0,False,False,False,False,False,False,False,True,True,90119030.0,-26.7789639578912,-65.2853208416875
585,Tucuman,Yerba Buena,Country Jockey Club,0,False,False,False,False,False,False,False,False,False,90119010.0,-26.7629680018015,-65.3079476709365
586,Tucuman,Yerba Buena,EX INGENIO SAN JOSE,0,False,False,False,False,False,False,False,True,True,90119030.0,-26.7992050305522,-65.2646764135868
587,Tucuman,Yerba Buena,Villa Carmela,14728,True,False,False,False,False,True,True,True,True,90119020.0,-26.7677751896138,-65.2708444093707
588,Tucuman,Yerba Buena ,Villa San Javier,0,False,False,False,False,False,False,False,True,True,90119010.0,-26.7825946807861,-65.3595657348633
589,Tucuman,Yerba Buena,Yerba Buena - Marcos Paz,57392,True,True,False,True,False,True,True,True,True,90119030.0,-26.8088452576169,-65.3106988268486
590,Buenos Aires,Almirante Brown,Longchamps,51001,True,True,True,True,False,True,True,True,True,6028010.0,-34.8609450255718,-58.3891476922426
591,Buenos Aires,Almirante Brown,Malvinas Argentinas,25844,True,True,True,True,False,True,True,True,True,6028010.0,-34.8189583169642,-58.4235610606239
592,Buenos Aires,Almirante Brown,Ministro Rivadavia,17928,True,True,True,True,False,True,True,True,True,6028010.0,-34.8556895005541,-58.3616465427911
593,Buenos Aires,Almirante Brown,Rafael Calzada,60422,True,True,True,True,False,True,True,True,True,6028010.0,-34.7911367513318,-58.350598184222
594,Buenos Aires,Almirante Brown,San Francisco Solano,30355,True,True,True,True,False,True,True,True,True,6028010.0,-34.7866743578473,-58.3219363521574
595,Buenos Aires,Almirante Brown,San Jose,48151,True,True,True,True,True,True,True,True,True,6028010.0,-34.7673771924196,-58.3432771404358
596,Buenos Aires,Carlos Casares,Ordoqui,174,False,False,False,False,False,False,False,False,False,6147090.0,-35.8831262095535,-61.1594280439031
597,Buenos Aires,Carlos Casares,Santo Tomás,27,False,False,False,False,False,False,False,False,False,6147095.0,-35.6740915009624,-61.5066664301675
598,Buenos Aires,Carlos Casares,Smith,465,False,False,False,False,False,True,True,False,False,6147100.0,-35.4946290260766,-61.5937811081594
599,Buenos Aires,Carlos Tejedor,Carlos Tejedor,5178,True,True,True,True,False,True,True,True,True,6154010.0,-35.3925733302196,-62.4193023144118
600,Buenos Aires,Carlos Tejedor,Colonia Seré,726,False,False,False,True,False,True,True,False,True,6154020.0,-35.4388157700903,-62.7252382146864
601,Buenos Aires,Carlos Tejedor,Curarú,422,False,False,False,False,False,True,True,False,True,6154030.0,-35.6403503028113,-62.1924372294866
602,Buenos Aires,Carlos Tejedor,Timote,526,False,False,False,False,False,True,True,False,True,6154040.0,-35.3477615165229,-62.2246532791856
603,Buenos Aires,Carlos Tejedor,Tres Algarrobos (Est. Cuenca),3201,False,False,False,False,True,True,True,True,True,6154050.0,-35.1979815144911,-62.7730814064669
604,Buenos Aires,Carmen de Areco,Carmen de Areco,12775,True,True,True,True,False,True,True,True,True,6161010.0,-34.3776987251735,-59.8229019801033
605,Buenos Aires,Carmen de Areco,Pueblo Gouin,122,False,False,False,False,False,True,False,False,False,6161020.0,-34.4951191416005,-59.8029737383366
606,Buenos Aires,Carmen de Areco,Tres Sargentos,391,False,False,False,False,False,True,True,False,False,6161030.0,-34.4664778301466,-60.0008697422009
607,Buenos Aires,Castelli,Castelli,6859,True,True,False,True,True,True,True,True,True,6168010.0,-36.091694119436,-57.8071801619355
608,Buenos Aires,Castelli,Centro Guerrero,114,False,False,False,True,False,True,False,False,False,6168020.0,-36.0570621940227,-57.8235422591576
609,Buenos Aires,Castelli,Cerro de la Gloria,107,False,False,False,True,False,False,False,True,True,6168030.0,-35.9760530599951,-57.4487354447874
610,Buenos Aires,Chacabuco,Castilla,689,False,False,False,False,False,True,True,False,False,6210010.0,-34.6131247014799,-59.9005194580559
611,Buenos Aires,Lomas De Zamora,Villa Fiorito,44713,False,True,False,True,False,True,True,True,True,6490010.0,-34.7067104032516,-58.4451304500011
612,Buenos Aires,Luján,Barrio Las Casuarinas,0,False,False,False,True,False,True,True,True,True,6497060.0,-34.5607457195455,-59.1700837097016
613,Buenos Aires,Luján,Carlos Keen,557,False,False,False,False,False,True,True,True,True,6497020.0,-34.4862819813638,-59.2180861330698
614,Buenos Aires,Luján,Club de Campo Los Puentes,302,False,False,False,False,False,False,False,True,True,6497025.0,-34.5760126891975,-59.0214105976263
615,Buenos Aires,Luján,Cortines,0,True,False,False,True,False,True,True,True,True,6497060.0,-34.5590633814317,-59.2044266157478
616,Buenos Aires,Luján,Country Club Las Praderas,0,False,False,False,False,False,False,False,False,False,6497070.0,-34.4902656696955,-59.1324863072423
617,Buenos Aires,Luján,José María Jáuregui (Est. Jáuregui),0,True,True,False,True,False,True,True,True,True,6497060.0,-34.6028553295745,-59.1757529081248
618,Buenos Aires,Luján,Lezica y Torrezuri,0,False,False,False,False,False,True,False,True,True,6497060.0,-34.5806997364467,-59.0582308683017
619,Buenos Aires,Luján,Luján,97363,True,True,True,True,True,True,True,True,True,6497060.0,-34.5706550661632,-59.109540176033
620,Buenos Aires,Luján,Olivera,1926,False,False,False,True,False,True,True,True,True,6497070.0,-34.6265041710141,-59.2533805145177
621,Caba,COMUNA 01,RETIRO,65413,True,True,True,True,True,True,True,True,True,2000010.0,-34.5884243429366,-58.3759359131827
622,Chaco,General Güemes,Fuerte Esperanza,1376,False,False,False,True,True,False,False,False,False,22063050.0,-25.1560600566745,-61.8424104268078
623,Chaco,General Güemes,Juan José Castelli,27201,True,False,False,True,False,True,True,True,True,22063060.0,-25.9504150377594,-60.6243211030425
624,Chaco,General Güemes,Miraflores,4737,False,False,False,False,False,True,False,False,True,22063070.0,-25.6489334968628,-60.9300401901344
625,Chaco,General Güemes,Nueva Pompeya,2259,False,False,False,True,True,True,False,False,True,22063080.0,-24.9334418837191,-61.4846998398146
626,Chaco,General Güemes,Puerto Lavalle,687,False,False,False,False,False,False,False,False,False,22063030.0,-25.649381418262,-60.1360920639447
627,Chaco,General Güemes,Villa Río Bermejito,3752,True,False,False,True,True,True,True,False,True,22063100.0,-25.6424413894079,-60.2629438807651
628,Chaco,General Güemes,Wichi,773,False,False,False,False,True,True,False,False,False,22063110.0,-24.6913977720534,-61.4304454802334
629,Chaco,General Güemes,Zaparinqui,700,False,False,False,False,False,False,False,False,False,22063120.0,-26.0673623556601,-60.5633873019222
630,Caba,COMUNA 13,NUÑEZ,51949,True,True,True,True,True,True,True,True,True,2000010.0,-34.5437376606688,-58.4628575470422
631,Entre Rios,Nogoyá,Lucas González,4364,True,False,False,False,False,True,True,True,True,30077060.0,-32.3859289481651,-59.531300464703
632,Entre Rios,Nogoyá,Nogoyá,22824,True,False,False,False,False,True,True,True,True,30077070.0,-32.3956416421841,-59.7880764157544
633,Entre Rios,Nogoyá,XX de Setiembre,178,False,False,False,False,False,True,False,False,False,30077080.0,-32.3866241398753,-59.6630736582897
634,Entre Rios,Paraná,Aldea María Luisa,773,False,False,False,False,False,True,True,False,False,30084010.0,-31.8847292300203,-60.4087456869806
635,Entre Rios,Paraná,Aldea San Juan,66,False,False,False,False,False,False,False,False,False,30084015.0,-31.9982237404715,-60.3583819889242
636,Entre Rios,Paraná,Aldea San Rafael,144,False,False,False,False,False,True,True,False,False,30084020.0,-31.9598299451355,-60.2558755485286
637,Entre Rios,Paraná,Aldea Santa María,302,False,False,False,False,False,False,True,False,False,30084030.0,-31.6128701885629,-60.0070721806963
638,Entre Rios,Paraná,Aldea Santa Rosa,71,False,False,False,False,False,False,False,False,False,30084040.0,-32.0164544602725,-60.2411073474122
639,San Luis,Ayacucho,Las Chacras,0,False,False,False,False,False,False,False,False,False,74007010.0,-32.63547762,-66.14025792
640,San Luis,Ayacucho,Las Chimbas,0,False,False,False,False,False,False,False,False,False,74007050.0,-32.1565177184576,-66.5511142613289
641,Chaco,Independencia,Avia Terai,6203,True,False,False,True,True,True,True,True,True,22070010.0,-26.6904269113097,-60.7309487066584
642,Chaco,Independencia,Campo Largo,9069,True,False,False,True,False,False,True,True,True,22070020.0,-26.8038644067827,-60.8423032131182
643,Chaco,Independencia,Fortín Las Chuñas,302,False,False,False,False,False,False,False,False,False,22070030.0,-26.8891042551114,-60.908152214423
644,Chaco,Independencia,Napenay,2661,False,False,False,False,False,False,True,False,False,22070040.0,-26.7314687114399,-60.6190285151237
645,Chaco,Libertad,Colonia Popular,191,False,False,False,False,False,False,True,False,True,22077010.0,-27.2759309408353,-59.1523781564389
646,Chaco,Libertad,Estación General Obligado,31,False,False,False,False,False,False,False,False,False,22077020.0,-27.4128679939929,-59.4201579706051
647,Chaco,Libertad,Laguna Blanca,547,False,False,False,False,True,False,True,False,False,22077030.0,-27.2572195505018,-59.2340486127892
648,Chaco,Libertad,Puerto Tirol,8819,True,True,False,True,False,True,True,True,True,22077040.0,-27.3745125614532,-59.0953159917862
649,Chaco,Libertador General San Martín,Ciervo Petiso,786,False,False,False,False,True,True,False,False,False,22084010.0,-26.5815849580294,-59.6329803967089
650,Chaco,Libertador General San Martín,General José de San Martín,28124,True,True,False,True,False,True,True,True,True,22084020.0,-26.5340730622708,-59.334711358946
651,Chaco,Libertador General San Martín,La Eduvigis,392,False,False,False,False,True,False,False,False,True,22084030.0,-26.8374120457599,-59.0641175796047
652,Chaco,Libertador General San Martín,Laguna Limpia,1207,False,False,False,False,False,True,False,False,True,22084040.0,-26.4967013914467,-59.6799372880349
653,Chaco,Libertador General San Martín,Pampa Almirón,1278,False,False,False,True,False,True,False,True,False,22084050.0,-26.702247857191,-59.1237850343206
654,Chaco,Libertador General San Martín,Pampa del Indio,9204,False,False,False,True,True,True,True,True,True,22084060.0,-26.050714758193,-59.9412241077467
655,Cordoba,Capital,Córdoba,1317298,True,True,True,True,True,True,True,True,True,14014010.0,-31.4138166206931,-64.1833384346292
656,Cordoba,Capital,Jardín Arenales,0,False,False,False,False,False,False,False,True,True,14014010.0,-31.3686406343815,-64.0603031964104
657,Cordoba,Capital,La Floresta,0,False,False,False,False,False,False,False,True,True,14014010.0,-31.3961494977945,-64.0609143527134
658,Cordoba,Colón,1 De Agosto,0,False,False,False,False,False,False,False,True,True,14021080.0,-31.306907347736,-64.1785314598263
659,Cordoba,Colón,Agua de Oro,1918,True,False,False,True,False,True,False,True,True,14021010.0,-31.058228127494,-64.2955793576311
660,Cordoba,Colón,Almirante Brown,0,False,False,False,False,False,False,False,False,False,14021080.0,-31.3075672143524,-64.1814827461648
661,Cordoba,Colón,Ascochinga,394,True,False,False,True,False,False,True,True,True,14021020.0,-30.9594645513035,-64.2754165610863
662,Cordoba,Colón,Barrio Nuevo Río Ceballos,100,False,False,False,False,False,False,False,False,False,14021025.0,-31.1980230004722,-64.2887924252949
663,Cordoba,Colón,Canteras El Sauce,290,False,False,False,False,False,False,False,False,False,14021030.0,-31.0864140054075,-64.3145341004157
664,Cordoba,Colón,Casa Bamba,111,False,False,False,False,False,False,False,True,False,14021040.0,-31.3429017095306,-64.3992718801553
665,Cordoba,Colón,Ciudad De Los Niños,0,False,False,False,False,False,False,False,False,False,14021080.0,-31.2957196524063,-64.1768685276575
666,Cordoba,Colón,Colonia Caroya,16168,True,True,False,True,False,True,True,True,True,14021050.0,-31.0172322466264,-64.066728610829
667,Entre Rios,Paraná,Cerrito,5310,True,True,False,False,True,True,True,True,True,30084050.0,-31.5821711222967,-60.0740223148253
668,Entre Rios,Paraná,Colonia Avellaneda,2970,True,False,False,False,False,True,True,True,True,30084060.0,-31.7680690511493,-60.4050220629258
669,Entre Rios,Paraná,Colonia Crespo,69,False,False,False,False,False,False,False,False,False,30084065.0,-31.6777727008412,-60.2436880885317
670,Entre Rios,Paraná,Colonia Merou,0,False,False,False,False,False,False,False,False,False,30084110.0,-31.9005080706,-60.3016846563
671,Entre Rios,Paraná,Crespo,19536,True,True,False,True,False,True,True,True,True,30084070.0,-32.0346491846505,-60.3107514290928
672,Entre Rios,Paraná,Crucesitas Séptima Sección,82,False,False,False,False,False,True,False,False,False,30084095.0,-31.38833,-60.0167
673,Entre Rios,Paraná,El Palenque,155,False,False,False,False,False,True,True,False,True,30084080.0,-31.6625748086746,-60.1751144821058
674,Entre Rios,Paraná,El Pingo,766,False,False,False,False,False,True,True,True,True,30084090.0,-31.5838497016925,-59.8938069366259
675,Entre Rios,Paraná,El Ramblón,0,False,False,False,False,False,True,False,False,False,30084095.0,-31.8480473768248,-60.0927487719843
676,Entre Rios,Paraná,Hasenkamp,4805,False,True,False,True,True,True,True,True,True,30084100.0,-31.5133052410614,-59.83696962349
677,Entre Rios,Paraná,Hernandarias,5373,False,True,False,False,False,True,True,True,True,30084110.0,-31.2324500702019,-59.9872576438234
678,Entre Rios,Paraná,La Picada,564,True,False,False,True,False,False,True,True,False,30084120.0,-31.7267100818149,-60.2971793004448
679,Entre Rios,Paraná,Las Tunas,101,False,False,False,False,False,True,False,False,False,30084130.0,-31.8706095724666,-59.7324361083485
680,Entre Rios,Paraná,María Grande,7557,False,True,True,True,False,True,True,True,True,30084140.0,-31.6660715037636,-59.9044379252459
681,San Luis,Ayacucho,Las Lagunitas,0,False,False,False,False,False,False,False,False,False,74007070.0,-32.02753784,-66.24032971
682,San Luis,Ayacucho,Leandro N. Alem,379,False,False,False,False,False,True,False,False,False,74007030.0,-32.1047821044922,-65.9621124267578
683,Buenos Aires,Arrecifes,Arrecifes,26400,True,True,True,True,True,True,True,True,True,6077010.0,-34.064591121211,-60.1025564443537
684,Buenos Aires,Arrecifes,Todd,732,False,False,False,True,False,False,True,True,True,6077020.0,-34.0328240475348,-60.1562270065746
685,Buenos Aires,Arrecifes,Viña,464,True,False,False,False,False,True,False,True,True,6077030.0,-33.9922765156087,-60.2263211205477
686,Buenos Aires,Avellaneda,Area Reserva Cinturón Ecológico,3550,False,False,False,False,False,False,False,True,True,6035010.0,-34.6750056478487,-58.3105634248142
687,Buenos Aires,Avellaneda,Avellaneda,25325,True,True,True,True,True,True,True,True,True,6035010.0,-34.6626508059016,-58.3656990232718
688,Buenos Aires,Avellaneda,Crucesita,22745,False,True,False,True,False,False,True,True,True,6035010.0,-34.66910587351,-58.3574544412345
689,Buenos Aires,Avellaneda,Dock Sud,37392,True,True,False,True,False,True,True,True,True,6035010.0,-34.6491266928534,-58.3411774769137
690,Buenos Aires,Avellaneda,Gerli,32384,False,True,False,True,False,False,True,True,True,6035010.0,-34.6847637540553,-58.3726025503412
691,Buenos Aires,Marcos Paz,Barrio Santa Rosa,109,False,False,False,False,False,False,False,False,False,6525010.0,-34.953080822173,-58.78292863718
692,Buenos Aires,Luján,Open Door (Est. Dr. Domingo Cabred),0,True,False,True,False,False,True,True,True,True,6497060.0,-34.4890162386569,-59.0617361279716
693,Buenos Aires,Luján,Torres,2664,True,False,False,False,False,True,True,True,True,6497090.0,-34.4318215080317,-59.1287739002816
694,Buenos Aires,Magdalena,Atalaya,720,False,False,False,False,False,False,True,False,False,6505010.0,-35.0240363457416,-57.5340253600961
695,Buenos Aires,Magdalena,General Mansilla (Est. Bartolomé Bavio),2022,False,True,False,True,False,True,True,True,True,6505020.0,-35.0816834306862,-57.7469762592144
696,Buenos Aires,Magdalena,Los Naranjos,115,False,False,False,False,False,False,False,False,False,6505030.0,-34.99655185849,-57.7036642458572
697,Buenos Aires,Magdalena,Magdalena,11093,True,False,True,True,False,True,True,True,True,6505040.0,-35.0806853032506,-57.5172585839912
698,Buenos Aires,Magdalena,Roberto J. Payró,65,False,False,False,False,False,False,False,False,False,6505050.0,-35.1799267057869,-57.651986019808
699,Buenos Aires,Magdalena,Vieytes,287,False,False,False,True,False,True,True,False,False,6505060.0,-35.269568396303,-57.5757117447539
700,Buenos Aires,Maipú,Las Armas,365,True,False,False,False,False,True,True,True,True,6511010.0,-37.0860540989,-57.8285752273883
701,Buenos Aires,Maipú,Maipú,8883,True,False,True,False,False,True,True,True,True,6511020.0,-36.8648514645038,-57.8829166198472
702,Buenos Aires,Maipú,Santo Domingo,95,False,False,False,False,True,True,True,False,False,6511030.0,-36.7137597811284,-57.5860126519926
703,Buenos Aires,Malvinas Argentinas,Area De Promocion El Triángulo,2877,True,False,False,True,False,False,False,True,True,6515010.0,-34.4544550576034,-58.7062417407487
704,San Luis,Ayacucho,Lomas Blancas,0,False,False,False,False,False,True,False,False,False,74007010.0,-32.3338629051211,-66.4716765323555
705,San Luis,Ayacucho,Los Quemados,0,False,False,False,False,False,False,False,False,False,74007070.0,-31.8916077583343,-65.731320177862
706,Buenos Aires,Marcos Paz,Marcos Paz,50460,True,True,True,True,True,True,True,True,True,6525020.0,-34.7965436888808,-58.8778211205753
707,Buenos Aires,Mercedes,Goldney,85,False,False,False,False,False,False,False,False,False,6532005.0,-34.6029546709308,-59.288213732192
708,Buenos Aires,Mercedes,Gowland,1738,False,False,False,True,False,True,False,True,True,6532010.0,-34.652429281715,-59.3523186300108
709,Buenos Aires,Mercedes,Jorge Born,191,False,False,False,False,False,True,False,False,False,6532030.0,-34.69896,-59.31944
710,Buenos Aires,Mercedes,Mercedes,56116,True,True,True,True,True,True,True,True,True,6532020.0,-34.6521715354886,-59.4295981722689
711,Buenos Aires,Mercedes,Tomás Jofré,0,False,False,False,False,False,False,False,False,False,6532020.0,-34.698955554941,-59.3194428313109
712,Buenos Aires,Merlo,Libertad,112806,True,True,True,True,True,True,True,True,True,6539010.0,-34.7085422423529,-58.6795867252566
713,Buenos Aires,Merlo,Mariano Acosta,60717,True,True,False,True,False,True,True,True,True,6539010.0,-34.7154808073462,-58.7976740413845
714,Caba,COMUNA 01,SAN NICOLAS,29273,True,True,True,True,True,True,True,True,True,2000010.0,-34.6036683192305,-58.3805143256131
715,Chaco,Libertador General San Martín,Presidencia Roca,4201,False,False,False,True,True,True,True,True,True,22084070.0,-26.1402007626997,-59.5968452905131
716,Chaco,Libertador General San Martín,Selvas del Río de Oro,606,False,False,False,False,False,False,False,False,True,22084080.0,-26.8044755779716,-58.9585454452623
717,Chaco,Maipú,Tres Isletas,16976,True,False,False,False,False,True,True,True,True,22091010.0,-26.3378349285309,-60.4299349548752
718,Chaco,Mayor Luis J. Fontana,Coronel Du Graty,7509,True,True,False,True,True,True,False,True,True,22098010.0,-27.682571155615,-60.9091956314644
719,Chaco,Mayor Luis J. Fontana,Enrique Urién,515,False,False,False,True,False,False,False,False,False,22098020.0,-27.5587251493486,-60.5259907543736
720,Caba,COMUNA 14,PALERMO,225970,True,True,True,True,True,True,True,True,True,2000010.0,-34.5738999836423,-58.4224364523189
721,Entre Rios,Paraná,Oro Verde,4116,True,True,False,False,False,True,True,True,True,30084150.0,-31.8257355466309,-60.5182728163031
722,Entre Rios,Paraná,Paraná,247139,True,True,True,True,True,True,True,True,True,30084160.0,-31.7415676426411,-60.5284145917589
723,Entre Rios,Paraná,Pueblo Bellocq (Est. Las Garzas),282,False,False,False,False,False,False,True,False,False,30084170.0,-31.4287140394702,-59.7457885927193
724,Entre Rios,Paraná,Pueblo Brugo,802,False,False,False,False,False,True,True,True,False,30084180.0,-31.3883015926493,-60.0938334043815
725,Entre Rios,Paraná,Pueblo General San Martín,296,False,False,False,False,False,False,False,False,False,30084190.0,-31.4636064114686,-60.1679618601982
726,Entre Rios,Paraná,Pueblo Moreno,0,False,False,False,False,False,False,False,False,False,30084070.0,-31.5884913847857,-60.0648929343735
727,Chaco,Mayor Luis J. Fontana,Villa Angela,41403,True,True,False,True,False,True,True,True,True,22098030.0,-27.5788592432947,-60.7141120066309
728,Chaco,O Higgins,La Clotilde,3382,False,False,False,False,False,False,False,False,True,22112010.0,-27.1781993384686,-60.6315741848515
729,Chaco,O Higgins,La Tigra,2866,False,False,False,False,False,False,False,False,True,22112020.0,-27.1157899755692,-60.5898941741226
730,Chaco,O Higgins,San Bernardo,9379,False,False,False,False,False,False,False,True,True,22112030.0,-27.2904384132604,-60.7149736332961
731,Chaco,Presidencia de la Plaza,Presidencia de la Plaza,9642,True,True,False,True,False,True,True,True,True,22119010.0,-27.0029714359347,-59.847600385659
732,Chaco,Quitilipi,Quitilipi,24517,True,False,False,True,False,True,True,True,True,22133010.0,-26.8732071732978,-60.2185241226399
733,Chaco,Quitilipi,Villa El Palmar,879,False,False,False,False,False,True,False,False,False,22133020.0,-26.4551186226266,-60.1646165913523
734,Chaco,San Fernando,Barranqueras,54698,True,True,False,True,False,True,True,True,True,22140010.0,-27.4877739289761,-58.9327416886365
735,Chaco,San Fernando,Basail,1929,True,True,False,False,True,True,True,True,True,22140020.0,-27.8868655966917,-59.2791003619491
736,Chaco,San Fernando,Colonia Baranda,336,False,False,False,False,False,False,False,True,True,22140030.0,-27.5620449432874,-59.3096911774268
737,Chaco,San Fernando,Fontana,32027,False,False,False,True,False,True,False,True,True,22140040.0,-27.4167127425858,-59.04393778912
738,Mendoza,Capital,Mendoza,114893,True,True,True,True,True,True,True,True,True,50007010.0,-32.8774938474965,-68.852787067524
739,Mendoza,General Alvear,Bowen,4939,False,True,True,False,False,True,True,True,True,50014010.0,-35.0009124317209,-67.5161818289008
740,Mendoza,General Alvear,Carmensa,941,False,False,False,False,False,True,True,True,True,50014020.0,-35.1449057898791,-67.662955044003
741,Mendoza,General Alvear,General Alvear,29909,True,True,True,True,True,True,True,True,True,50014030.0,-34.9804694766564,-67.7009950828176
742,Mendoza,General Alvear,Los Compartos,439,False,False,False,False,False,False,False,True,True,50014040.0,-34.9792604557582,-67.6590893207424
743,Mendoza,Godoy Cruz,Gobernador Benegas,0,False,False,False,True,False,False,False,True,True,50021010.0,-32.9443750737376,-68.8651880637399
744,Mendoza,Godoy Cruz,Godoy Cruz,191299,True,True,True,True,True,True,True,True,True,50021010.0,-32.9215283150576,-68.8549231831208
745,Mendoza,Godoy Cruz,LAS TORTUGAS,0,False,False,False,True,False,False,False,True,True,50021010.0,-32.9453107154249,-68.8411734730396
746,Mendoza,Lavalle,Costa de Araujo,2816,False,False,False,True,False,True,False,True,True,50056080.0,-32.7568943573314,-68.4085951866641
747,Mendoza,Lavalle,El Paramillo,90,False,False,False,False,False,False,False,False,False,50056090.0,-32.7813088245414,-68.5336830930131
748,Mendoza,Lavalle,El Vergel,362,False,False,False,False,False,True,False,False,False,50056100.0,-32.7623132216047,-68.6476011792189
749,Mendoza,Lavalle,Ingeniero Gustavo André,288,False,False,False,False,False,True,False,False,False,50056110.0,-32.6824002043157,-68.3268969073829
750,Mendoza,Lavalle,Jocolí,684,False,False,False,False,False,True,False,False,False,50056120.0,-32.6125410510042,-68.6790408967958
751,Mendoza,Lavalle,Jocolí Viejo,422,False,False,False,False,False,True,False,False,False,50056130.0,-32.7274623415005,-68.6602319575528
752,Mendoza,Lavalle,Las Violetas,87,False,False,False,False,False,False,False,False,False,50056140.0,-32.8208151905733,-68.6164140763718
753,Mendoza,Lavalle,Villa Tulumaya,7870,False,False,False,True,False,True,False,True,True,50056160.0,-32.7196142429269,-68.6030438537926
754,Mendoza,Luján de Cuyo,Agrelo,2147,True,False,False,True,False,True,True,True,True,50063010.0,-33.1173844439975,-68.8960235351828
