Fecha,Año,Trimestre,Provincia,Otros,veloc_muyBaja,veloc_baja,veloc_media,veloc_alta,veloc_muyAlta
2020-04-01,2020,2,Salta,6531,19864,87043,24730,38973,621
2020-04-01,2020,2,San Juan,4430,5775,54497,4948,127,0
2020-04-01,2020,2,San Luis,35992,1999,13130,62825,3,0
2020-04-01,2020,2,Santa Cruz,493,13239,17931,7087,119,0
2020-04-01,2020,2,Santa Fe,20193,83532,330923,153819,186347,3116
2020-04-01,2020,2,Santiago Del Estero,4516,15864,76314,5425,3312,16
2020-04-01,2020,2,Tierra Del Fuego,7446,744,26778,3425,796,0
2020-04-01,2020,2,Tucumán,2635,14286,89428,36430,73098,1278
2020-01-01,2020,1,Buenos Aires,28935,209288,1224184,452874,1727212,74957
2020-01-01,2020,1,Capital Federal,0,16255,256226,175570,851064,54938
2020-01-01,2020,1,Catamarca,2151,3559,12885,9966,9915,384
2020-01-01,2020,1,Chaco,6917,9438,34704,40267,27669,870
2020-01-01,2020,1,Chubut,4500,11445,71365,8996,614,0
2020-01-01,2020,1,Córdoba,9802,89579,253108,161567,292383,4484
2020-01-01,2020,1,Corrientes,4780,16782,38678,34030,18904,563
2020-01-01,2020,1,Entre Ríos,13762,30931,92692,53113,39283,511
2020-01-01,2020,1,Formosa,100,14923,16807,7528,6900,18
2020-01-01,2020,1,Jujuy,16545,20719,22617,26859,7303,45
2020-01-01,2020,1,La Pampa,1618,18555,62488,4371,2035,71
2020-01-01,2020,1,La Rioja,0,1942,40447,4662,1294,0
2020-01-01,2020,1,Mendoza,0,8947,143846,20359,3708,100
2020-01-01,2020,1,Misiones,10885,17963,40525,38014,25868,445
2020-01-01,2020,1,Neuquén,0,13093,52861,12530,42718,1012
2020-01-01,2020,1,Río Negro,17719,12923,59741,11083,25428,33
2020-01-01,2020,1,Salta,6441,15856,87038,26616,34405,339
2020-01-01,2020,1,San Juan,4779,5468,56155,1332,127,0
2020-01-01,2020,1,San Luis,36075,1894,13697,58785,3,0
2020-01-01,2020,1,Santa Cruz,0,13600,18918,5698,119,0
2020-01-01,2020,1,Santa Fe,17656,85196,332873,153016,171473,2342
2020-01-01,2020,1,Santiago Del Estero,4501,16995,74887,3872,2798,1
2020-01-01,2020,1,Tierra Del Fuego,7046,851,27161,2030,518,0
2020-01-01,2020,1,Tucumán,0,14651,85436,32826,66349,1186
2019-10-01,2019,4,Buenos Aires,20676,217185,1283584,698759,1445431,19318
2019-10-01,2019,4,Capital Federal,0,16728,270910,316662,721182,32622
2019-10-01,2019,4,Catamarca,3098,3902,13725,10109,7230,247
2019-10-01,2019,4,Chaco,6988,10473,34468,44418,20854,702
2019-10-01,2019,4,Chubut,4121,14421,68091,8855,614,0
2019-10-01,2019,4,Córdoba,10350,88944,262211,223440,218018,3724
2019-10-01,2019,4,Corrientes,4995,16846,38901,37348,15239,505
2019-10-01,2019,4,Entre Ríos,14178,32748,100013,61938,29749,404
2019-10-01,2019,4,Formosa,243,15096,17147,8554,5657,14
2019-10-01,2019,4,Jujuy,14122,20061,22546,26866,5265,20
2019-10-01,2019,4,La Pampa,1566,21630,62623,3238,1264,71
2019-10-01,2019,4,La Rioja,0,2122,40790,4785,1305,0
2019-10-01,2019,4,Mendoza,6901,10303,148546,17402,2548,80
2019-10-01,2019,4,Misiones,11508,20169,40406,42931,20411,388
2019-10-01,2019,4,Neuquén,0,13861,48167,19416,34124,877
2019-10-01,2019,4,Río Negro,17019,13346,61412,15526,19829,8
2019-10-01,2019,4,Salta,7120,17425,92540,29539,25628,193
2019-10-01,2019,4,San Juan,1246,5420,56849,1332,127,0
2019-10-01,2019,4,San Luis,36287,1894,14276,55741,3,0
2019-10-01,2019,4,Santa Cruz,350,14053,22728,2231,8,0
2019-10-01,2019,4,Santa Fe,27472,90735,330861,184525,133596,1980
2019-10-01,2019,4,Santiago Del Estero,5017,17230,75031,3861,2448,1
2019-10-01,2019,4,Tierra Del Fuego,7789,873,27781,1987,1962,0
2019-10-01,2019,4,Tucumán,0,16216,90400,35321,55787,919
2019-07-01,2019,3,Buenos Aires,30844,419576,1519526,743196,1230947,14847
2019-07-01,2019,3,Capital Federal,0,17681,373419,396608,624135,29367
2019-07-01,2019,3,Catamarca,2169,5243,18568,6405,15,0
2019-07-01,2019,3,Chaco,9141,11011,51236,26323,16229,511
2019-07-01,2019,3,Chubut,3353,15837,60790,8411,614,0
2019-07-01,2019,3,Córdoba,8065,89501,263208,264741,154327,2995
2019-07-01,2019,3,Corrientes,6883,17133,55333,20736,12273,401
2019-07-01,2019,3,Entre Ríos,16895,33490,126792,38280,22350,295
2019-07-01,2019,3,Formosa,100,14882,17262,9379,4442,1
2019-07-01,2019,3,Jujuy,14140,19195,22679,26891,3669,1
2019-07-01,2019,3,La Pampa,1620,36496,48801,2970,863,71
2019-07-01,2019,3,La Rioja,0,2317,41144,4909,1307,0
2019-07-01,2019,3,Mendoza,1563,28693,182376,11366,331,8
2019-07-01,2019,3,Misiones,14990,20628,54252,27363,16380,270
2019-07-01,2019,3,Neuquén,645,19573,50225,26528,27184,1081
2019-07-01,2019,3,Río Negro,17771,12490,78574,19982,15044,368
2019-07-01,2019,3,Salta,7412,16776,89563,25727,12357,0
2019-07-01,2019,3,San Juan,909,6023,64730,1308,128,0
2019-07-01,2019,3,San Luis,36073,2578,21335,62711,3,0
2019-07-01,2019,3,Santa Cruz,540,15019,21177,1230,4,0
2019-07-01,2019,3,Santa Fe,27895,91210,353354,191401,95517,1557
2019-07-01,2019,3,Santiago Del Estero,35001,18435,74162,3698,1835,1
2019-07-01,2019,3,Tierra Del Fuego,9678,981,35864,1838,226,0
2019-07-01,2019,3,Tucumán,0,17445,101104,25197,20384,0
2019-04-01,2019,2,Buenos Aires,43438,386015,1514649,940055,980975,4378
2019-04-01,2019,2,Capital Federal,0,20885,385673,535852,471748,4236
2019-04-01,2019,2,Catamarca,2151,5961,19417,6083,10,0
2019-04-01,2019,2,Chaco,1492,10947,55424,32137,9735,169
2019-04-01,2019,2,Chubut,4500,12140,70959,1569,165,0
2019-04-01,2019,2,Córdoba,8938,90245,266940,327625,75150,894
2019-04-01,2019,2,Corrientes,6080,17428,53792,25042,7043,76
2019-04-01,2019,2,Entre Ríos,17206,33058,125868,47417,10625,39
2019-04-01,2019,2,Formosa,100,15826,17544,11023,2258,0
2019-04-01,2019,2,Jujuy,21765,14868,20773,26727,2598,1
2019-04-01,2019,2,La Pampa,2661,37143,46979,2811,551,71
2019-04-01,2019,2,La Rioja,0,2716,41420,4870,1298,0
2019-04-01,2019,2,Mendoza,0,31128,179550,11358,216,8
2019-04-01,2019,2,Misiones,12206,21498,53929,34290,8107,22
2019-04-01,2019,2,Neuquén,422,8072,61732,38537,13944,179
2019-04-01,2019,2,Río Negro,18519,11532,78773,22725,6878,2
2019-04-01,2019,2,Salta,7585,17764,79820,31020,6461,0
2019-04-01,2019,2,San Juan,6119,1279,62046,792,4,0
2019-04-01,2019,2,San Luis,37977,937,20761,57705,3,0
2019-04-01,2019,2,Santa Cruz,0,6144,22632,1230,4,0
2019-04-01,2019,2,Santa Fe,22323,92295,341753,229880,49071,786
2019-04-01,2019,2,Santiago Del Estero,34501,18998,67503,3849,1204,1
2019-04-01,2019,2,Tierra Del Fuego,0,1016,45178,1669,32,0
2019-04-01,2019,2,Tucumán,0,19211,104149,24919,18393,0
2019-01-01,2019,1,Buenos Aires,6369,374313,1492971,1153747,703513,879
2019-01-01,2019,1,Capital Federal,0,22995,399290,695841,282878,578
2019-01-01,2019,1,Catamarca,2151,8813,18133,5635,7,0
2019-01-01,2019,1,Chaco,1035,12066,56155,31358,6368,0
2019-01-01,2019,1,Chubut,0,11471,70181,861,165,0
2019-01-01,2019,1,Córdoba,6806,85620,274630,328654,50685,22
2019-01-01,2019,1,Corrientes,0,17618,53826,25186,5029,0
2019-01-01,2019,1,Entre Ríos,12142,35456,130860,47103,7618,1
2019-01-01,2019,1,Formosa,0,15719,16800,11126,1654,0
2019-01-01,2019,1,Jujuy,37162,17885,23497,4051,1139,1
2019-01-01,2019,1,La Pampa,698,41079,42488,2415,337,62
2019-01-01,2019,1,La Rioja,0,3290,42261,5233,869,0
2019-01-01,2019,1,Mendoza,0,32427,177599,5823,125,5
2019-01-01,2019,1,Misiones,7654,24062,53087,35663,5167,0
2019-01-01,2019,1,Neuquén,6105,6332,52192,38596,11017,0
2019-01-01,2019,1,Río Negro,3719,10354,78495,23209,5047,2
2019-01-01,2019,1,Salta,1,21003,78995,33771,2242,0
2019-01-01,2019,1,San Juan,560,4653,58244,523,2,0
2019-01-01,2019,1,San Luis,23577,3472,71299,353,0,0
2019-01-01,2019,1,Santa Cruz,0,7461,17413,728,4,0
2019-01-01,2019,1,Santa Fe,18591,112260,337180,227795,35992,502
2019-01-01,2019,1,Santiago Del Estero,0,20615,66382,4044,494,0
2019-01-01,2019,1,Tierra Del Fuego,0,1095,41516,721,29,0
2019-01-01,2019,1,Tucumán,0,21810,108511,27057,14838,0
2018-10-01,2018,4,Buenos Aires,19125,347942,1477381,1528149,263650,359
2018-10-01,2018,4,Capital Federal,0,22932,411120,768164,186468,335
2018-10-01,2018,4,Catamarca,2003,8412,17671,5490,7,0
2018-10-01,2018,4,Chaco,0,11658,53886,31358,6368,0
2018-10-01,2018,4,Chubut,1144,9979,66280,1154,165,0
2018-10-01,2018,4,Córdoba,8903,81635,268300,329701,48778,21
2018-10-01,2018,4,Corrientes,0,16786,53600,25186,5029,0
2018-10-01,2018,4,Entre Ríos,13693,31143,122451,47148,7612,0
2018-10-01,2018,4,Formosa,0,15648,16783,11119,1654,0
2018-10-01,2018,4,Jujuy,43573,17871,23497,4051,1139,1
2018-10-01,2018,4,La Pampa,923,26886,55251,2306,202,62
2018-10-01,2018,4,La Rioja,3,3285,42261,5233,869,0
2018-10-01,2018,4,Mendoza,0,30830,170597,4755,120,2
2018-10-01,2018,4,Misiones,0,24180,51134,35792,5167,0
2018-10-01,2018,4,Neuquén,6287,6275,52191,38596,11016,0
2018-10-01,2018,4,Río Negro,3094,12921,72743,23036,5041,2
2018-10-01,2018,4,Salta,0,19770,78795,33771,2242,0
2018-10-01,2018,4,San Juan,606,5717,55761,313,1,0
2018-10-01,2018,4,San Luis,23635,2977,69536,183,0,0
2018-10-01,2018,4,Santa Cruz,531,8060,15966,207,4,0
2018-10-01,2018,4,Santa Fe,28450,112474,316568,226479,35918,501
2018-10-01,2018,4,Santiago Del Estero,326,22740,62023,3763,483,0
2018-10-01,2018,4,Tierra Del Fuego,0,297,35978,9918,67,0
2018-10-01,2018,4,Tucumán,92,21930,108185,26958,14838,0
2018-07-01,2018,3,Buenos Aires,120987,223849,1494139,1535006,235937,359
2018-07-01,2018,3,Capital Federal,0,25625,418113,783713,164704,335
2018-07-01,2018,3,Catamarca,2004,9214,17647,5354,7,0
2018-07-01,2018,3,Chaco,1035,11692,52219,31420,5667,0
2018-07-01,2018,3,Chubut,1142,9532,91744,1154,164,0
2018-07-01,2018,3,Córdoba,8996,80619,265072,331328,39823,19
2018-07-01,2018,3,Corrientes,0,17392,52687,24958,4418,1
2018-07-01,2018,3,Entre Ríos,546,31249,119563,46464,6783,3
2018-07-01,2018,3,Formosa,8,15897,16461,11065,1434,0
2018-07-01,2018,3,Jujuy,38,12353,27816,4105,622,1
2018-07-01,2018,3,La Pampa,780,26547,53772,2108,171,31
2018-07-01,2018,3,La Rioja,3,3553,42532,5445,339,0
2018-07-01,2018,3,Mendoza,0,28756,173390,4764,117,2
2018-07-01,2018,3,Misiones,0,18114,49495,35886,4547,0
2018-07-01,2018,3,Neuquén,6888,4301,56808,39012,9709,0
2018-07-01,2018,3,Río Negro,3707,11089,70982,23409,4304,1
2018-07-01,2018,3,Salta,0,19573,78002,34820,488,0
2018-07-01,2018,3,San Juan,112,5578,58475,315,1,0
2018-07-01,2018,3,San Luis,1961,2967,69309,184,0,0
2018-07-01,2018,3,Santa Cruz,54,8044,25691,207,3,0
2018-07-01,2018,3,Santa Fe,16439,110016,312355,225110,30678,502
2018-07-01,2018,3,Santiago Del Estero,258,22189,59778,3872,263,0
2018-07-01,2018,3,Tierra Del Fuego,1264,1359,42673,255,13,0
2018-07-01,2018,3,Tucumán,126,23550,107300,28003,12187,0
2018-04-01,2018,2,Buenos Aires,111742,235705,1601558,1352924,198542,228
2018-04-01,2018,2,Capital Federal,0,27626,489157,710166,141937,300
2018-04-01,2018,2,Catamarca,6516,7959,15225,4383,6,0
2018-04-01,2018,2,Chaco,1266,11295,50192,31171,4597,0
2018-04-01,2018,2,Chubut,5041,15646,79859,9,9,0
2018-04-01,2018,2,Córdoba,10894,76981,267105,323154,34924,15
2018-04-01,2018,2,Corrientes,0,18108,51281,24706,3861,1
2018-04-01,2018,2,Entre Ríos,546,29739,117487,46293,5917,3
2018-04-01,2018,2,Formosa,8,16091,16172,11040,1243,0
2018-04-01,2018,2,Jujuy,38,12945,28122,4021,6,1
2018-04-01,2018,2,La Pampa,775,26942,52591,1933,134,31
2018-04-01,2018,2,La Rioja,3,3803,42467,5660,15,0
2018-04-01,2018,2,Mendoza,33808,7234,159555,293,62,0
2018-04-01,2018,2,Misiones,0,19030,47616,35635,3866,0
2018-04-01,2018,2,Neuquén,7285,4487,56666,38868,8542,0
2018-04-01,2018,2,Río Negro,4081,10453,70833,23170,3698,0
2018-04-01,2018,2,Salta,0,20464,77851,35684,168,0
2018-04-01,2018,2,San Juan,5096,1427,57575,3,0,0
2018-04-01,2018,2,San Luis,9298,163,11998,9,0,0
2018-04-01,2018,2,Santa Cruz,4900,5958,23443,101,3,0
2018-04-01,2018,2,Santa Fe,22218,105824,303933,226151,26424,2
2018-04-01,2018,2,Santiago Del Estero,17594,9037,53804,3311,29,0
2018-04-01,2018,2,Tierra Del Fuego,1309,1223,42100,75,0,0
2018-04-01,2018,2,Tucumán,1412,25309,106309,28143,8784,0
2018-01-01,2018,1,Buenos Aires,105818,159867,1654897,1367904,180985,2229
2018-01-01,2018,1,Capital Federal,0,14159,511272,715796,125756,1611
2018-01-01,2018,1,Catamarca,6500,2973,20872,3580,0,4
2018-01-01,2018,1,Chaco,1035,3394,56941,31548,3790,74
2018-01-01,2018,1,Chubut,5010,13245,79655,9,9,0
2018-01-01,2018,1,Córdoba,10049,38882,312436,323407,26129,3088
2018-01-01,2018,1,Corrientes,0,6436,59770,24958,3243,13
2018-01-01,2018,1,Entre Ríos,0,17218,127340,47219,4052,1019
2018-01-01,2018,1,Formosa,0,6418,13704,11152,1028,18
2018-01-01,2018,1,Jujuy,0,9265,31150,3974,0,4
2018-01-01,2018,1,La Pampa,3503,24143,52941,1700,88,0
2018-01-01,2018,1,La Rioja,0,1496,44895,5850,1,0
2018-01-01,2018,1,Mendoza,33788,7236,159546,295,62,0
2018-01-01,2018,1,Misiones,0,6809,57050,36464,3200,19
2018-01-01,2018,1,Neuquén,6105,4287,60255,38730,7369,0
2018-01-01,2018,1,Río Negro,3975,8406,72760,22996,3102,0
2018-01-01,2018,1,Salta,0,10805,87192,35930,58,16
2018-01-01,2018,1,San Juan,5068,1107,57062,3,0,0
2018-01-01,2018,1,San Luis,9284,375,11714,9,0,0
2018-01-01,2018,1,Santa Cruz,4267,5958,23443,101,3,0
2018-01-01,2018,1,Santa Fe,23181,60699,344883,228575,20211,2504
2018-01-01,2018,1,Santiago Del Estero,17589,5145,58018,3484,0,0
2018-01-01,2018,1,Tierra Del Fuego,107,319,33983,0,0,0
2018-01-01,2018,1,Tucumán,1305,7776,124198,27623,0,7082
2017-10-01,2017,4,Buenos Aires,114182,114280,1760470,1049432,149746,222
2017-10-01,2017,4,Capital Federal,0,34405,798378,637832,111024,2599
2017-10-01,2017,4,Catamarca,2151,3259,21176,2970,0,2
2017-10-01,2017,4,Chaco,1035,3558,61176,27457,3185,60
2017-10-01,2017,4,Chubut,0,13244,80167,12,9,0
2017-10-01,2017,4,Córdoba,8429,33790,375641,258647,21765,2339
2017-10-01,2017,4,Corrientes,0,6611,63386,21113,2649,12
2017-10-01,2017,4,Entre Ríos,0,16086,135332,37987,3434,660
2017-10-01,2017,4,Formosa,0,5635,17623,7977,807,13
2017-10-01,2017,4,Jujuy,0,5722,34274,3551,0,3
2017-10-01,2017,4,La Pampa,3503,13887,62432,1193,71,0
2017-10-01,2017,4,La Rioja,0,1499,44858,5837,1,0
2017-10-01,2017,4,Mendoza,0,7236,172530,326,62,0
2017-10-01,2017,4,Misiones,0,6880,62927,31372,2698,18
2017-10-01,2017,4,Neuquén,6105,4296,68833,30350,6259,0
2017-10-01,2017,4,Río Negro,3719,8693,78877,15984,2405,0
2017-10-01,2017,4,Salta,0,5084,105953,22556,45,10
2017-10-01,2017,4,San Juan,0,1111,57507,4,0,0
2017-10-01,2017,4,San Luis,1902,165,12825,8,0,0
2017-10-01,2017,4,Santa Cruz,0,3261,26613,101,3,0
2017-10-01,2017,4,Santa Fe,14119,51244,404934,182304,17761,1602
2017-10-01,2017,4,Santiago Del Estero,0,3148,62301,3393,0,0
2017-10-01,2017,4,Tierra Del Fuego,0,320,31332,0,0,0
2017-10-01,2017,4,Tucumán,0,8428,123832,25621,0,4367
